product_name,period,financial_year,Actual Consumption,Forecasted_Consumption,Method,Adopted,Reviewed
COCs,01/01/2024,23/24,"130,285",8431,Consumption AI,No,
COCs,01/02/2024,23/24,"122,131",8431,Consumption AI,No,
COCs,01/03/2024,23/24,"115,311",8431,Consumption AI,No,
COCs,01/04/2024,23/24,"111,040",8431,Consumption AI,No,
COCs,01/05/2024,23/24,"130,424",8431,Consumption AI,No,
COCs,01/06/2024,23/24,"120,322",8431,Consumption AI,No,
COCs,01/07/2024,24/25,"117,582",10098,Consumption AI,No,
COCs,01/08/2024,24/25,"114,987",10098,Consumption AI,No,
COCs,01/09/2024,24/25,"107,554",10098,Consumption AI,No,
COCs,01/10/2024,24/25,"100,764",10098,Consumption AI,No,
COCs,01/11/2024,24/25,"92,449",10098,Consumption AI,No,
COCs,01/12/2024,24/25,"83,034",10098,Consumption AI,No,
COCs,01/01/2024,23/24,"130,285",11191,Service  Excel,No,
COCs,01/02/2024,23/24,"122,131",11191,Service  Excel,No,
COCs,01/03/2024,23/24,"115,311",11191,Service  Excel,No,
COCs,01/04/2024,23/24,"111,040",11191,Service  Excel,No,
COCs,01/05/2024,23/24,"130,424",11191,Service  Excel,No,
COCs,01/06/2024,23/24,"120,322",11191,Service  Excel,No,
COCs,01/07/2024,24/25,"117,582",11691,Service  Excel,No,
COCs,01/08/2024,24/25,"114,987",11691,Service  Excel,No,
COCs,01/09/2024,24/25,"107,554",11691,Service  Excel,No,
COCs,01/10/2024,24/25,"100,764",11691,Service  Excel,No,
COCs,01/11/2024,24/25,"92,449",11691,Service  Excel,No,
COCs,01/12/2024,24/25,"83,034",11691,Service  Excel,No,
COCs,01/01/2024,23/24,"130,285",9479,Service AI,No,
COCs,01/02/2024,23/24,"122,131",9479,Service AI,No,
COCs,01/03/2024,23/24,"115,311",9479,Service AI,No,
COCs,01/04/2024,23/24,"111,040",9479,Service AI,No,
COCs,01/05/2024,23/24,"130,424",9479,Service AI,No,
COCs,01/06/2024,23/24,"120,322",9479,Service AI,No,
COCs,01/07/2024,24/25,"117,582",10975,Service AI,No,
COCs,01/08/2024,24/25,"114,987",10975,Service AI,No,
COCs,01/09/2024,24/25,"107,554",10975,Service AI,No,
COCs,01/10/2024,24/25,"100,764",10975,Service AI,No,
COCs,01/11/2024,24/25,"92,449",10975,Service AI,No,
COCs,01/12/2024,24/25,"83,034",10975,Service AI,No,
DMPA-IM,01/01/2024,23/24,"217,289",17524,Consumption Excel,No,
DMPA-IM,01/02/2024,23/24,"191,762",17524,Consumption Excel,No,
DMPA-IM,01/03/2024,23/24,"207,029",17524,Consumption Excel,No,
DMPA-IM,01/04/2024,23/24,"200,364",17524,Consumption Excel,No,
DMPA-IM,01/05/2024,23/24,"220,112",17524,Consumption Excel,No,
DMPA-IM,01/06/2024,23/24,"212,825",17524,Consumption Excel,No,
DMPA-IM,01/07/2024,24/25,"228,424",17424,Consumption Excel,No,
DMPA-IM,01/08/2024,24/25,"216,668",17424,Consumption Excel,No,
DMPA-IM,01/09/2024,24/25,"210,510",17424,Consumption Excel,No,
DMPA-IM,01/10/2024,24/25,"218,819",17424,Consumption Excel,No,
DMPA-IM,01/11/2024,24/25,"207,141",17424,Consumption Excel,No,
DMPA-IM,01/12/2024,24/25,"202,942",17424,Consumption Excel,No,
DMPA-IM,01/01/2024,23/24,"217,289",17911,Service  Excel,No,
DMPA-IM,01/02/2024,23/24,"191,762",17911,Service  Excel,No,
DMPA-IM,01/03/2024,23/24,"207,029",17911,Service  Excel,No,
DMPA-IM,01/04/2024,23/24,"200,364",17911,Service  Excel,No,
DMPA-IM,01/05/2024,23/24,"220,112",17911,Service  Excel,No,
DMPA-IM,01/06/2024,23/24,"212,825",17911,Service  Excel,No,
DMPA-IM,01/07/2024,24/25,"228,424",17942,Service  Excel,No,
DMPA-IM,01/08/2024,24/25,"216,668",17942,Service  Excel,No,
DMPA-IM,01/09/2024,24/25,"210,510",17942,Service  Excel,No,
DMPA-IM,01/10/2024,24/25,"218,819",17942,Service  Excel,No,
DMPA-IM,01/11/2024,24/25,"207,141",17942,Service  Excel,No,
DMPA-IM,01/12/2024,24/25,"202,942",17942,Service  Excel,No,
DMPA-IM,01/01/2024,23/24,"217,289",17677,Service AI,No,
DMPA-IM,01/02/2024,23/24,"191,762",17677,Service AI,No,
DMPA-IM,01/03/2024,23/24,"207,029",17677,Service AI,No,
DMPA-IM,01/04/2024,23/24,"200,364",17677,Service AI,No,
DMPA-IM,01/05/2024,23/24,"220,112",17677,Service AI,No,
DMPA-IM,01/06/2024,23/24,"212,825",17677,Service AI,No,
DMPA-IM,01/07/2024,24/25,"228,424",24348,Service AI,No,
DMPA-IM,01/08/2024,24/25,"216,668",24348,Service AI,No,
DMPA-IM,01/09/2024,24/25,"210,510",24348,Service AI,No,
DMPA-IM,01/10/2024,24/25,"218,819",24348,Service AI,No,
DMPA-IM,01/11/2024,24/25,"207,141",24348,Service AI,No,
DMPA-IM,01/12/2024,24/25,"202,942",24348,Service AI,No,
DMPA-IM,01/01/2024,23/24,"217,289",23821,Demographic,No,
DMPA-IM,01/02/2024,23/24,"191,762",23821,Demographic,No,
DMPA-IM,01/03/2024,23/24,"207,029",23821,Demographic,No,
DMPA-IM,01/04/2024,23/24,"200,364",23821,Demographic,No,
DMPA-IM,01/05/2024,23/24,"220,112",23821,Demographic,No,
DMPA-IM,01/06/2024,23/24,"212,825",23821,Demographic,No,
DMPA-IM,01/07/2024,24/25,"228,424",22276,Demographic,No,
DMPA-IM,01/08/2024,24/25,"216,668",22276,Demographic,No,
DMPA-IM,01/09/2024,24/25,"210,510",22276,Demographic,No,
DMPA-IM,01/10/2024,24/25,"218,819",22276,Demographic,No,
DMPA-IM,01/11/2024,24/25,"207,141",22276,Demographic,No,
DMPA-IM,01/12/2024,24/25,"202,942",22276,Demographic,No,
DMPA-SC,01/01/2024,23/24,"48,538",3370,Consumption Excel,No,
DMPA-SC,01/02/2024,23/24,"46,835",3370,Consumption Excel,No,
DMPA-SC,01/03/2024,23/24,"43,184",3370,Consumption Excel,No,
DMPA-SC,01/04/2024,23/24,"42,977",3370,Consumption Excel,No,
DMPA-SC,01/05/2024,23/24,"49,097",3370,Consumption Excel,No,
DMPA-SC,01/06/2024,23/24,"47,927",3370,Consumption Excel,No,
DMPA-SC,01/07/2024,24/25,"56,685",3938,Consumption Excel,No,
DMPA-SC,01/08/2024,24/25,"58,686",3938,Consumption Excel,No,
DMPA-SC,01/09/2024,24/25,"62,225",3938,Consumption Excel,No,
DMPA-SC,01/10/2024,24/25,"67,348",3938,Consumption Excel,No,
DMPA-SC,01/11/2024,24/25,"57,400",3938,Consumption Excel,No,
DMPA-SC,01/12/2024,24/25,"54,771",3938,Consumption Excel,No,
DMPA-SC,01/01/2024,23/24,"48,538",2879,Consumption AI,No,
DMPA-SC,01/02/2024,23/24,"46,835",2879,Consumption AI,No,
DMPA-SC,01/03/2024,23/24,"43,184",2879,Consumption AI,No,
DMPA-SC,01/04/2024,23/24,"42,977",2879,Consumption AI,No,
DMPA-SC,01/05/2024,23/24,"49,097",2879,Consumption AI,No,
DMPA-SC,01/06/2024,23/24,"47,927",2879,Consumption AI,No,
DMPA-SC,01/07/2024,24/25,"56,685",3664,Consumption AI,No,
DMPA-SC,01/08/2024,24/25,"58,686",3664,Consumption AI,No,
DMPA-SC,01/09/2024,24/25,"62,225",3664,Consumption AI,No,
DMPA-SC,01/10/2024,24/25,"67,348",3664,Consumption AI,No,
DMPA-SC,01/11/2024,24/25,"57,400",3664,Consumption AI,No,
DMPA-SC,01/12/2024,24/25,"54,771",3664,Consumption AI,No,
DMPA-SC,01/01/2024,23/24,"48,538",1893,Service  Excel,No,
DMPA-SC,01/02/2024,23/24,"46,835",1893,Service  Excel,No,
DMPA-SC,01/03/2024,23/24,"43,184",1893,Service  Excel,No,
DMPA-SC,01/04/2024,23/24,"42,977",1893,Service  Excel,No,
DMPA-SC,01/05/2024,23/24,"49,097",1893,Service  Excel,No,
DMPA-SC,01/06/2024,23/24,"47,927",1893,Service  Excel,No,
DMPA-SC,01/07/2024,24/25,"56,685",3938,Service  Excel,No,
DMPA-SC,01/08/2024,24/25,"58,686",3938,Service  Excel,No,
DMPA-SC,01/09/2024,24/25,"62,225",3938,Service  Excel,No,
DMPA-SC,01/10/2024,24/25,"67,348",3938,Service  Excel,No,
DMPA-SC,01/11/2024,24/25,"57,400",3938,Service  Excel,No,
DMPA-SC,01/12/2024,24/25,"54,771",3938,Service  Excel,No,
DMPA-SC,01/01/2024,23/24,"48,538",2957,Service AI,No,
DMPA-SC,01/02/2024,23/24,"46,835",2957,Service AI,No,
DMPA-SC,01/03/2024,23/24,"43,184",2957,Service AI,No,
DMPA-SC,01/04/2024,23/24,"42,977",2957,Service AI,No,
DMPA-SC,01/05/2024,23/24,"49,097",2957,Service AI,No,
DMPA-SC,01/06/2024,23/24,"47,927",2957,Service AI,No,
DMPA-SC,01/07/2024,24/25,"56,685",5453,Service AI,No,
DMPA-SC,01/08/2024,24/25,"58,686",5453,Service AI,No,
DMPA-SC,01/09/2024,24/25,"62,225",5453,Service AI,No,
DMPA-SC,01/10/2024,24/25,"67,348",5453,Service AI,No,
DMPA-SC,01/11/2024,24/25,"57,400",5453,Service AI,No,
DMPA-SC,01/12/2024,24/25,"54,771",5453,Service AI,No,
POPs,01/01/2024,23/24,"33,768",2286,Consumption AI,No,
POPs,01/02/2024,23/24,"31,093",2286,Consumption AI,No,
POPs,01/03/2024,23/24,"28,780",2286,Consumption AI,No,
POPs,01/04/2024,23/24,"31,501",2286,Consumption AI,No,
POPs,01/05/2024,23/24,"32,637",2286,Consumption AI,No,
POPs,01/06/2024,23/24,"30,390",2286,Consumption AI,No,
POPs,01/07/2024,24/25,"34,514",2502,Consumption Excel,No,
POPs,01/08/2024,24/25,"31,825",2502,Consumption Excel,No,
POPs,01/09/2024,24/25,"26,070",2502,Consumption Excel,No,
POPs,01/10/2024,24/25,"30,346",2502,Consumption Excel,No,
POPs,01/11/2024,24/25,"24,661",2502,Consumption Excel,No,
POPs,01/12/2024,24/25,"22,726",2502,Consumption Excel,No,
POPs,01/01/2024,23/24,"33,768",2924,Service  Excel,No,
POPs,01/02/2024,23/24,"31,093",2924,Service  Excel,No,
POPs,01/03/2024,23/24,"28,780",2924,Service  Excel,No,
POPs,01/04/2024,23/24,"31,501",2924,Service  Excel,No,
POPs,01/05/2024,23/24,"32,637",2924,Service  Excel,No,
POPs,01/06/2024,23/24,"30,390",2924,Service  Excel,No,
POPs,01/07/2024,24/25,"34,514",1702,Service  Excel,No,
POPs,01/08/2024,24/25,"31,825",1702,Service  Excel,No,
POPs,01/09/2024,24/25,"26,070",1702,Service  Excel,No,
POPs,01/10/2024,24/25,"30,346",1702,Service  Excel,No,
POPs,01/11/2024,24/25,"24,661",1702,Service  Excel,No,
POPs,01/12/2024,24/25,"22,726",1702,Service  Excel,No,
POPs,01/01/2024,23/24,"33,768",2262,Service AI,No,
POPs,01/02/2024,23/24,"31,093",2262,Service AI,No,
POPs,01/03/2024,23/24,"28,780",2262,Service AI,No,
POPs,01/04/2024,23/24,"31,501",2262,Service AI,No,
POPs,01/05/2024,23/24,"32,637",2262,Service AI,No,
POPs,01/06/2024,23/24,"30,390",2262,Service AI,No,
POPs,01/07/2024,24/25,"34,514",2550,Service AI,No,
POPs,01/08/2024,24/25,"31,825",2550,Service AI,No,
POPs,01/09/2024,24/25,"26,070",2550,Service AI,No,
POPs,01/10/2024,24/25,"30,346",2550,Service AI,No,
POPs,01/11/2024,24/25,"24,661",2550,Service AI,No,
POPs,01/12/2024,24/25,"22,726",2550,Service AI,No,
POPs,01/01/2024,23/24,"33,768",10664,Demographic,No,
POPs,01/02/2024,23/24,"31,093",10664,Demographic,No,
POPs,01/03/2024,23/24,"28,780",10664,Demographic,No,
POPs,01/04/2024,23/24,"31,501",10664,Demographic,No,
POPs,01/05/2024,23/24,"32,637",10664,Demographic,No,
POPs,01/06/2024,23/24,"30,390",10664,Demographic,No,
POPs,01/07/2024,24/25,"34,514",8318,Demographic,No,
POPs,01/08/2024,24/25,"31,825",8318,Demographic,No,
POPs,01/09/2024,24/25,"26,070",8318,Demographic,No,
POPs,01/10/2024,24/25,"30,346",8318,Demographic,No,
POPs,01/11/2024,24/25,"24,661",8318,Demographic,No,
POPs,01/12/2024,24/25,"22,726",8318,Demographic,No,
EC Pills,01/01/2024,23/24,"6,002",375,Consumption Excel,No,
EC Pills,01/02/2024,23/24,"5,987",375,Consumption Excel,No,
EC Pills,01/03/2024,23/24,"6,629",375,Consumption Excel,No,
EC Pills,01/04/2024,23/24,"6,441",375,Consumption Excel,No,
EC Pills,01/05/2024,23/24,"6,517",375,Consumption Excel,No,
EC Pills,01/06/2024,23/24,"6,835",375,Consumption Excel,No,
EC Pills,01/07/2024,24/25,"7,719",550,Consumption Excel,No,
EC Pills,01/08/2024,24/25,"7,690",550,Consumption Excel,No,
EC Pills,01/09/2024,24/25,"7,086",550,Consumption Excel,No,
EC Pills,01/10/2024,24/25,"7,822",550,Consumption Excel,No,
EC Pills,01/11/2024,24/25,"7,025",550,Consumption Excel,No,
EC Pills,01/12/2024,24/25,"7,160",550,Consumption Excel,No,
EC Pills,01/01/2024,23/24,"6,002",614,Consumption AI,No,
EC Pills,01/02/2024,23/24,"5,987",614,Consumption AI,No,
EC Pills,01/03/2024,23/24,"6,629",614,Consumption AI,No,
EC Pills,01/04/2024,23/24,"6,441",614,Consumption AI,No,
EC Pills,01/05/2024,23/24,"6,517",614,Consumption AI,No,
EC Pills,01/06/2024,23/24,"6,835",614,Consumption AI,No,
EC Pills,01/07/2024,24/25,"7,719",847,Service  Excel,No,
EC Pills,01/08/2024,24/25,"7,690",847,Service  Excel,No,
EC Pills,01/09/2024,24/25,"7,086",847,Service  Excel,No,
EC Pills,01/10/2024,24/25,"7,822",847,Service  Excel,No,
EC Pills,01/11/2024,24/25,"7,025",847,Service  Excel,No,
EC Pills,01/12/2024,24/25,"7,160",847,Service  Excel,No,
EC Pills,01/01/2024,23/24,"6,002",470,Service  Excel,No,
EC Pills,01/02/2024,23/24,"5,987",470,Service  Excel,No,
EC Pills,01/03/2024,23/24,"6,629",470,Service  Excel,No,
EC Pills,01/04/2024,23/24,"6,441",470,Service  Excel,No,
EC Pills,01/05/2024,23/24,"6,517",470,Service  Excel,No,
EC Pills,01/06/2024,23/24,"6,835",470,Service  Excel,No,
EC Pills,01/07/2024,24/25,"7,719",742,Service AI,No,
EC Pills,01/08/2024,24/25,"7,690",742,Service AI,No,
EC Pills,01/09/2024,24/25,"7,086",742,Service AI,No,
EC Pills,01/10/2024,24/25,"7,822",742,Service AI,No,
EC Pills,01/11/2024,24/25,"7,025",742,Service AI,No,
EC Pills,01/12/2024,24/25,"7,160",742,Service AI,No,
EC Pills,01/01/2024,23/24,"6,002",451,Service AI,No,
EC Pills,01/02/2024,23/24,"5,987",451,Service AI,No,
EC Pills,01/03/2024,23/24,"6,629",451,Service AI,No,
EC Pills,01/04/2024,23/24,"6,441",451,Service AI,No,
EC Pills,01/05/2024,23/24,"6,517",451,Service AI,No,
EC Pills,01/06/2024,23/24,"6,835",451,Service AI,No,
EC Pills,01/07/2024,24/25,"7,719",272,Demographic,No,
EC Pills,01/08/2024,24/25,"7,690",272,Demographic,No,
EC Pills,01/09/2024,24/25,"7,086",272,Demographic,No,
EC Pills,01/10/2024,24/25,"7,822",272,Demographic,No,
EC Pills,01/11/2024,24/25,"7,025",272,Demographic,No,
EC Pills,01/12/2024,24/25,"7,160",272,Demographic,No,
Jadelle,01/01/2024,23/24,"42,587",3148,Consumption Excel,No,
Jadelle,01/02/2024,23/24,"39,925",3148,Consumption Excel,No,
Jadelle,01/03/2024,23/24,"36,923",3148,Consumption Excel,No,
Jadelle,01/04/2024,23/24,"33,995",3148,Consumption Excel,No,
Jadelle,01/05/2024,23/24,"36,880",3148,Consumption Excel,No,
Jadelle,01/06/2024,23/24,"37,214",3148,Consumption Excel,No,
Jadelle,01/07/2024,24/25,"43,185",3321,Consumption Excel,No,
Jadelle,01/08/2024,24/25,"43,880",3321,Consumption Excel,No,
Jadelle,01/09/2024,24/25,"44,338",3321,Consumption Excel,No,
Jadelle,01/10/2024,24/25,"44,169",3321,Consumption Excel,No,
Jadelle,01/11/2024,24/25,"39,655",3321,Consumption Excel,No,
Jadelle,01/12/2024,24/25,"33,483",3321,Consumption Excel,No,
Jadelle,01/01/2024,23/24,"42,587",2866,Service  Excel,No,
Jadelle,01/02/2024,23/24,"39,925",2866,Service  Excel,No,
Jadelle,01/03/2024,23/24,"36,923",2866,Service  Excel,No,
Jadelle,01/04/2024,23/24,"33,995",2866,Service  Excel,No,
Jadelle,01/05/2024,23/24,"36,880",2866,Service  Excel,No,
Jadelle,01/06/2024,23/24,"37,214",2866,Service  Excel,No,
Jadelle,01/07/2024,24/25,"43,185",3373,Service  Excel,No,
Jadelle,01/08/2024,24/25,"43,880",3373,Service  Excel,No,
Jadelle,01/09/2024,24/25,"44,338",3373,Service  Excel,No,
Jadelle,01/10/2024,24/25,"44,169",3373,Service  Excel,No,
Jadelle,01/11/2024,24/25,"39,655",3373,Service  Excel,No,
Jadelle,01/12/2024,24/25,"33,483",3373,Service  Excel,No,
Jadelle,01/01/2024,23/24,"42,587",2866,Service AI,No,
Jadelle,01/02/2024,23/24,"39,925",2866,Service AI,No,
Jadelle,01/03/2024,23/24,"36,923",2866,Service AI,No,
Jadelle,01/04/2024,23/24,"33,995",2866,Service AI,No,
Jadelle,01/05/2024,23/24,"36,880",2866,Service AI,No,
Jadelle,01/06/2024,23/24,"37,214",2866,Service AI,No,
Jadelle,01/07/2024,24/25,"43,185",2866,Service AI,No,
Jadelle,01/08/2024,24/25,"43,880",2866,Service AI,No,
Jadelle,01/09/2024,24/25,"44,338",2866,Service AI,No,
Jadelle,01/10/2024,24/25,"44,169",2866,Service AI,No,
Jadelle,01/11/2024,24/25,"39,655",2866,Service AI,No,
Jadelle,01/12/2024,24/25,"33,483",2866,Service AI,No,
Jadelle,01/01/2024,23/24,"42,587",3905,Demographic,No,
Jadelle,01/02/2024,23/24,"39,925",3905,Demographic,No,
Jadelle,01/03/2024,23/24,"36,923",3905,Demographic,No,
Jadelle,01/04/2024,23/24,"33,995",3905,Demographic,No,
Jadelle,01/05/2024,23/24,"36,880",3905,Demographic,No,
Jadelle,01/06/2024,23/24,"37,214",3905,Demographic,No,
Jadelle,01/07/2024,24/25,"43,185",954,Demographic,No,
Jadelle,01/08/2024,24/25,"43,880",954,Demographic,No,
Jadelle,01/09/2024,24/25,"44,338",954,Demographic,No,
Jadelle,01/10/2024,24/25,"44,169",954,Demographic,No,
Jadelle,01/11/2024,24/25,"39,655",954,Demographic,No,
Jadelle,01/12/2024,24/25,"33,483",954,Demographic,No,
Implanon,01/01/2024,23/24,"19,800",2423,Consumption AI,No,
Implanon,01/02/2024,23/24,"27,260",2423,Consumption AI,No,
Implanon,01/03/2024,23/24,"32,320",2423,Consumption AI,No,
Implanon,01/04/2024,23/24,"29,470",2423,Consumption AI,No,
Implanon,01/05/2024,23/24,"32,076",2423,Consumption AI,No,
Implanon,01/06/2024,23/24,"36,060",2423,Consumption AI,No,
Implanon,01/07/2024,24/25,"30,691",2270,Consumption Excel,No,
Implanon,01/08/2024,24/25,"28,193",2270,Consumption Excel,No,
Implanon,01/09/2024,24/25,"26,130",2270,Consumption Excel,No,
Implanon,01/10/2024,24/25,"27,074",2270,Consumption Excel,No,
Implanon,01/11/2024,24/25,"29,744",2270,Consumption Excel,No,
Implanon,01/12/2024,24/25,"25,247",2270,Consumption Excel,No,
Implanon,01/01/2024,23/24,"19,800",2375,Service  Excel,No,
Implanon,01/02/2024,23/24,"27,260",2375,Service  Excel,No,
Implanon,01/03/2024,23/24,"32,320",2375,Service  Excel,No,
Implanon,01/04/2024,23/24,"29,470",2375,Service  Excel,No,
Implanon,01/05/2024,23/24,"32,076",2375,Service  Excel,No,
Implanon,01/06/2024,23/24,"36,060",2375,Service  Excel,No,
Implanon,01/07/2024,24/25,"30,691",2453,Service  Excel,No,
Implanon,01/08/2024,24/25,"28,193",2453,Service  Excel,No,
Implanon,01/09/2024,24/25,"26,130",2453,Service  Excel,No,
Implanon,01/10/2024,24/25,"27,074",2453,Service  Excel,No,
Implanon,01/11/2024,24/25,"29,744",2453,Service  Excel,No,
Implanon,01/12/2024,24/25,"25,247",2453,Service  Excel,No,
Implanon,01/01/2024,23/24,"19,800",2794,Service AI,No,
Implanon,01/02/2024,23/24,"27,260",2794,Service AI,No,
Implanon,01/03/2024,23/24,"32,320",2794,Service AI,No,
Implanon,01/04/2024,23/24,"29,470",2794,Service AI,No,
Implanon,01/05/2024,23/24,"32,076",2794,Service AI,No,
Implanon,01/06/2024,23/24,"36,060",2794,Service AI,No,
Implanon,01/07/2024,24/25,"30,691",2762,Service  Excel,No,
Implanon,01/08/2024,24/25,"28,193",2762,Service  Excel,No,
Implanon,01/09/2024,24/25,"26,130",2762,Service  Excel,No,
Implanon,01/10/2024,24/25,"27,074",2762,Service  Excel,No,
Implanon,01/11/2024,24/25,"29,744",2762,Service  Excel,No,
Implanon,01/12/2024,24/25,"25,247",2762,Service  Excel,No,
Implanon,01/01/2024,23/24,"19,800",2343,Demographic,No,
Implanon,01/02/2024,23/24,"27,260",2343,Demographic,No,
Implanon,01/03/2024,23/24,"32,320",2343,Demographic,No,
Implanon,01/04/2024,23/24,"29,470",2343,Demographic,No,
Implanon,01/05/2024,23/24,"32,076",2343,Demographic,No,
Implanon,01/06/2024,23/24,"36,060",2343,Demographic,No,
Implanon,01/07/2024,24/25,"30,691",870,Demographic,No,
Implanon,01/08/2024,24/25,"28,193",870,Demographic,No,
Implanon,01/09/2024,24/25,"26,130",870,Demographic,No,
Implanon,01/10/2024,24/25,"27,074",870,Demographic,No,
Implanon,01/11/2024,24/25,"29,744",870,Demographic,No,
Implanon,01/12/2024,24/25,"25,247",870,Demographic,No,
Levoplant,01/01/2024,23/24,"12,962",1161,Consumption AI,No,
Levoplant,01/02/2024,23/24,"12,385",1161,Consumption AI,No,
Levoplant,01/03/2024,23/24,"10,854",1161,Consumption AI,No,
Levoplant,01/04/2024,23/24,"9,653",1161,Consumption AI,No,
Levoplant,01/05/2024,23/24,"8,982",1161,Consumption AI,No,
Levoplant,01/06/2024,23/24,"8,970",1161,Consumption AI,No,
Levoplant,01/07/2024,24/25,"10,623",913,Consumption Excel,No,
Levoplant,01/08/2024,24/25,"10,111",913,Consumption Excel,No,
Levoplant,01/09/2024,24/25,"9,763",913,Consumption Excel,No,
Levoplant,01/10/2024,24/25,"10,689",913,Consumption Excel,No,
Levoplant,01/11/2024,24/25,"8,736",913,Consumption Excel,No,
Levoplant,01/12/2024,24/25,"8,383",913,Consumption Excel,No,
Levoplant,01/01/2024,23/24,"12,962",1035,Service  Excel,No,
Levoplant,01/02/2024,23/24,"12,385",1035,Service  Excel,No,
Levoplant,01/03/2024,23/24,"10,854",1035,Service  Excel,No,
Levoplant,01/04/2024,23/24,"9,653",1035,Service  Excel,No,
Levoplant,01/05/2024,23/24,"8,982",1035,Service  Excel,No,
Levoplant,01/06/2024,23/24,"8,970",1035,Service  Excel,No,
Levoplant,01/07/2024,24/25,"10,623",951,Service  Excel,No,
Levoplant,01/08/2024,24/25,"10,111",951,Service  Excel,No,
Levoplant,01/09/2024,24/25,"9,763",951,Service  Excel,No,
Levoplant,01/10/2024,24/25,"10,689",951,Service  Excel,No,
Levoplant,01/11/2024,24/25,"8,736",951,Service  Excel,No,
Levoplant,01/12/2024,24/25,"8,383",951,Service  Excel,No,
Levoplant,01/01/2024,23/24,"12,962",1562,Demographic,No,
Levoplant,01/02/2024,23/24,"12,385",1562,Demographic,No,
Levoplant,01/03/2024,23/24,"10,854",1562,Demographic,No,
Levoplant,01/04/2024,23/24,"9,653",1562,Demographic,No,
Levoplant,01/05/2024,23/24,"8,982",1562,Demographic,No,
Levoplant,01/06/2024,23/24,"8,970",1562,Demographic,No,
Levoplant,01/07/2024,24/25,"10,623",580,Demographic,No,
Levoplant,01/08/2024,24/25,"10,111",580,Demographic,No,
Levoplant,01/09/2024,24/25,"9,763",580,Demographic,No,
Levoplant,01/10/2024,24/25,"10,689",580,Demographic,No,
Levoplant,01/11/2024,24/25,"8,736",580,Demographic,No,
Levoplant,01/12/2024,24/25,"8,383",580,Demographic,No,
Non-Hormonal IUCD,01/01/2024,23/24,"6,378",628,Consumption AI,No,
Non-Hormonal IUCD,01/02/2024,23/24,"6,837",628,Consumption AI,No,
Non-Hormonal IUCD,01/03/2024,23/24,"6,741",628,Consumption AI,No,
Non-Hormonal IUCD,01/04/2024,23/24,"5,430",628,Consumption AI,No,
Non-Hormonal IUCD,01/05/2024,23/24,"6,356",628,Consumption AI,No,
Non-Hormonal IUCD,01/06/2024,23/24,"6,573",628,Consumption AI,No,
Non-Hormonal IUCD,01/07/2024,24/25,"7,398",842,Consumption AI,No,
Non-Hormonal IUCD,01/08/2024,24/25,"7,054",842,Consumption AI,No,
Non-Hormonal IUCD,01/09/2024,24/25,"7,060",842,Consumption AI,No,
Non-Hormonal IUCD,01/10/2024,24/25,"7,249",842,Consumption AI,No,
Non-Hormonal IUCD,01/11/2024,24/25,"6,634",842,Consumption AI,No,
Non-Hormonal IUCD,01/12/2024,24/25,"5,707",842,Consumption AI,No,
Non-Hormonal IUCD,01/01/2024,23/24,"6,378",604,Service  Excel,No,
Non-Hormonal IUCD,01/02/2024,23/24,"6,837",604,Service  Excel,No,
Non-Hormonal IUCD,01/03/2024,23/24,"6,741",604,Service  Excel,No,
Non-Hormonal IUCD,01/04/2024,23/24,"5,430",604,Service  Excel,No,
Non-Hormonal IUCD,01/05/2024,23/24,"6,356",604,Service  Excel,No,
Non-Hormonal IUCD,01/06/2024,23/24,"6,573",604,Service  Excel,No,
Non-Hormonal IUCD,01/07/2024,24/25,"7,398",578,Service  Excel,No,
Non-Hormonal IUCD,01/08/2024,24/25,"7,054",578,Service  Excel,No,
Non-Hormonal IUCD,01/09/2024,24/25,"7,060",578,Service  Excel,No,
Non-Hormonal IUCD,01/10/2024,24/25,"7,249",578,Service  Excel,No,
Non-Hormonal IUCD,01/11/2024,24/25,"6,634",578,Service  Excel,No,
Non-Hormonal IUCD,01/12/2024,24/25,"5,707",578,Service  Excel,No,
Non-Hormonal IUCD,01/01/2024,23/24,"6,378",576,Service AI,No,
Non-Hormonal IUCD,01/02/2024,23/24,"6,837",576,Service AI,No,
Non-Hormonal IUCD,01/03/2024,23/24,"6,741",576,Service AI,No,
Non-Hormonal IUCD,01/04/2024,23/24,"5,430",576,Service AI,No,
Non-Hormonal IUCD,01/05/2024,23/24,"6,356",576,Service AI,No,
Non-Hormonal IUCD,01/06/2024,23/24,"6,573",576,Service AI,No,
Non-Hormonal IUCD,01/07/2024,24/25,"7,398",779,Service AI,No,
Non-Hormonal IUCD,01/08/2024,24/25,"7,054",779,Service AI,No,
Non-Hormonal IUCD,01/09/2024,24/25,"7,060",779,Service AI,No,
Non-Hormonal IUCD,01/10/2024,24/25,"7,249",779,Service AI,No,
Non-Hormonal IUCD,01/11/2024,24/25,"6,634",779,Service AI,No,
Non-Hormonal IUCD,01/12/2024,24/25,"5,707",779,Service AI,No,
Non-Hormonal IUCD,01/01/2024,23/24,"6,378",1317,Demographic,No,
Non-Hormonal IUCD,01/02/2024,23/24,"6,837",1317,Demographic,No,
Non-Hormonal IUCD,01/03/2024,23/24,"6,741",1317,Demographic,No,
Non-Hormonal IUCD,01/04/2024,23/24,"5,430",1317,Demographic,No,
Non-Hormonal IUCD,01/05/2024,23/24,"6,356",1317,Demographic,No,
